6705 0.3975 0.6975 m ax ae 0188	m,k
14390 0.7675 0.9075 v eh ax 5189	v,hh
25658 0.5525 0.7625 r eh ax 6509	r,f
7846 0.5675 0.7775 w t eh 2294	w,f
3542 0.575 0.835 y ax ih 8193	y,k
15955 0.5875 0.7775 d ax ae 4926	d,m
6454 0.4275 0.6275 m ax ae 2294	v,m
3766 0.685 0.885 v ax eh 5802	v,g
16716 0.255 0.565 l ax ae 0511	l,s
13063 0.6525 0.9025 n ae s 1571	v,n
18213 0.5275 0.8075 hh ax ih 2741	f,hh
3986 0.6525 0.9325 r eh s 3851	r,k
17807 0.645 0.895 p ax ae 2294	p,d
21041 0.425 0.755 t ae s 8193	t,z
23611 0.3625 0.7225 b ae s 8193	b,l
21897 0.765 0.915 d ax ih 5189	w,d
12775 0.46 0.91 b ax ae 0188	v,b
22327 0.7175 0.8675 n g ax 0511	y,n
6444 0.3575 0.5675 s v ih 2294	s,f
3953 0.675 0.825 hh v ih 3347	z,hh
22159 0.6075 0.8875 r eh s 0188	r,k
4737 0.525 0.715 r eh ax 6895	r,hh
3425 0.7825 0.9225 n ax ih 8824	n,b
16012 0.3125 0.5725 n ax ae 3347	g,n
22590 0.34 0.56 v v ih 8824	z,v
16269 0.44 0.63 n ae s 8824	n,b
10457 0.6675 0.8575 t ae s 0188	t,k
17589 0.6225 0.8825 w ax ih 2741	w,p
8571 0.5925 0.8525 z ae s 3851	z,k
11237 0.3025 0.5725 g ax eh 3347	v,g
16109 0.755 0.895 l ax ih 8824	y,l
21286 0.6975 0.8975 w t eh 3851	t,w
1182 0.4475 0.6175 k t eh 6509	g,k
16623 0.5575 0.7475 m v ih 3347	v,m
7512 0.4925 0.8125 p ax ae 6895	p,k
21006 0.455 0.675 w ax ih 6895	t,w
19088 0.415 0.585 w ax ih 4926	t,w
5579 0.4525 0.8425 k ax ae 0188	m,k
16611 0.3625 0.6125 l ax ae 1571	z,l
7838 0.5125 0.8625 n ae s 1571	n,k
2546 0.65 0.82 r eh ax 4926	p,r
5661 0.3075 0.7475 l ax ae 3347	l,m
4523 0.6625 0.8425 r eh ax 3347	r,hh
25985 0.4625 0.6625 s eh ax 6509	k,s
22852 0.3925 0.8825 f ax ae 6895	s,f
4316 0.4475 0.5875 d v ih 3851	d,l
13063 0.6525 0.9025 n ae s 1571	n,l
8864 0.4025 0.7525 y d ao 6509	y,k
7393 0.595 0.755 hh v ih 3347	w,hh
16623 0.5575 0.7475 m v ih 3347	hh,m
1041 0.445 0.645 r t eh 6895	r,t
7503 0.3975 0.7175 n ae s 6895	p,n
12664 0.4075 0.7275 k ax ae 5802	k,l
21488 0.3875 0.6175 k ae s 6509	k,d
7490 0.5225 0.6425 n ax ih 8824	n,hh
1708 0.485 0.695 r t eh 6509	r,t
7264 0.3225 0.6025 f ax ae 5802	t,f
6613 0.6375 0.7875 r t eh 8824	r,t
14716 0.435 0.565 t eh ax 0511	v,t
6882 0.455 0.625 s ax ih 8824	s,y
22779 0.46 0.76 n ae s 3851	t,n
21944 0.6925 0.8725 m ax ih 1571	y,m
3718 0.76 0.92 r ax ih 1571	w,r
14458 0.6325 0.8225 s eh ax 2294	p,s
11973 0.6525 0.8625 b ax ae 3851	b,f
18637 0.52 0.73 p eh ax 8193	p,r
5125 0.4225 0.5925 r eh ax 2741	r,t
4640 0.4725 0.7525 t s eh 1571	t,w
10797 0.245 0.595 aa t p 5802	s,aa
9608 0.3775 0.6575 s ax ae 5189	s,n
26090 0.5375 0.6975 w t eh 0188	w,f
9360 0.4025 0.6025 n ax ih 8824	n,w
22986 0.4275 0.6075 w t eh 5802	w,r
6968 0.2175 0.5875 p ae s 4926	p,l
6020 0.805 0.945 hh v ih 6895	b,hh
17929 0.6275 0.8375 d ae s 3347	v,d
24175 0.7325 0.9125 z ax ae 5189	z,l
22408 0.7175 0.9375 v eh ax 0511	v,r
3224 0.4325 0.6825 r t eh 3851	r,t
21732 0.5225 0.8125 s v ih 5802	s,hh
2908 0.4275 0.6175 g ax uh 4926	g,f
24936 0.0549999999999 0.575 p ax ae 0511	p,d
10457 0.3975 0.6175 l eh s 0188	l,r
6651 0.6125 0.8525 b ax ae 0511	z,b
211 0.3775 0.6875 f t eh 2741	g,f
8903 0.39 0.66 b ax ih 6895	y,b
14732 0.5925 0.7625 w t eh 2294	w,d
17540 0.3925 0.5725 v eh ax 0511	v,f
23365 0.4475 0.7075 n ih ao 6509	z,n
19132 0.6125 0.7425 m t eh 0188	g,m
7418 0.6075 0.8275 d v ih 0188	d,hh
18895 0.4925 0.7725 y t eh 0188	s,y
19163 0.6125 0.8725 hh ax ae 2294	k,hh
23592 0.5925 0.8625 r eh hh 2741	r,d
12476 0.5175 0.6975 n ax ae 5189	f,n
25394 0.495 0.785 w t eh 4926	w,d
5953 0.7325 0.9225 t ax ih 3347	t,w
20944 0.52 0.77 w ax ih 3851	w,g
6020 0.805 0.945 hh v ih 6895	w,hh
8445 0.37 0.66 n ae s 1571	v,n
11587 0.58 0.76 w d ao 4926	w,y
11593 0.55 0.72 z ax ae 8824	z,hh
10086 0.52 0.68 v v ih 8824	v,d
20944 0.52 0.77 w ax ih 3851	k,w
21180 0.45 0.71 b ae s 6509	p,b
13485 0.4075 0.6575 s ax ae 6509	m,s
688 0.635 0.915 hh s ih 6895	g,hh
