19566 0.6225 0.8225 t k s 6509	ə,t
1158 0.3675 0.6475 t k s 3851	a,t
18465 0.63 0.86 s k t 2294	s,o
3440 0.695 0.905 s b t 4926	s,o
11453 0.75 0.9 t s d 2294	a,t
2912 0.5675 0.8475 s k t 3347	s,ə
17171 0.515 0.675 t k s 0511	ɛ,t
5849 0.3525 0.6125 t s d 3347	t,e
3430 0.455 0.625 s b t 0511	a,s
18888 0.5925 0.8125 s k t 3851	s,ə
18619 0.42 0.59 s b t 0511	a,s
15101 0.3725 0.5625 s k t 1571	s,ə
18468 0.7375 0.8975 s b t 6509	a,s
12741 0.465 0.675 t k s 4926	a,t
21117 0.585 0.715 t s d 2294	a,t
20383 0.585 0.745 s k t 0511	s,i
6641 0.44 0.64 s b t 0511	s,i
18619 0.42 0.59 s b t 0511	y,s
15089 0.6675 0.8475 t s d 2741	t,u
20531 0.53 0.72 s k s 2741	s,ɛ
25213 0.6275 0.8375 s k t 3347	s,i
13345 0.5475 0.7275 s b t 0511	s,u
16786 0.7475 0.9475 s k t 5189	y,s
12741 0.465 0.675 t k s 4926	ɛ,t
21117 0.585 0.715 t s d 2294	ɛ,t
20531 0.53 0.72 s k s 2741	s,i
11453 0.75 0.9 t s d 2294	t,u
20216 0.66 0.81 s b t 2294	y,s
15476 0.5625 0.7725 s k t 6509	ɔ,s
22815 0.45 0.66 s k t 2294	s,i
18619 0.42 0.59 s b t 0511	s,i
6476 0.4625 0.6625 s k t 6509	y,s
5849 0.3525 0.6125 t s d 3347	ə,t
14931 0.7225 0.8825 s k t 5189	s,o
17171 0.515 0.675 t k s 0511	a,t
6641 0.44 0.64 s b t 0511	s,u
2912 0.6575 0.9075 t s d 3347	t,y
11272 0.3575 0.5675 s k t 1571	ɔ,s
15476 0.5625 0.7725 s k t 6509	y,s
19183 0.775 0.945 s k t 8824	y,s
11854 0.665 0.825 s k t 2294	s,ə
7882 0.62 0.91 s k t 4926	s,o
16639 0.74 0.86 s k t 5802	s,i
7882 0.62 0.91 s k t 4926	ɔ,s
2912 0.6575 0.9075 t s d 3347	ɛ,t
10031 0.5 0.68 s k t 5189	s,i
7882 0.62 0.91 s k t 4926	s,ə
18752 0.5225 0.7525 s k t 6509	s,ə
21117 0.585 0.715 t s d 2294	t,y
3430 0.455 0.625 s b t 0511	s,u
2912 0.6575 0.9075 t s d 3347	t,e
12741 0.465 0.675 t k s 4926	ə,t
21117 0.585 0.715 t s d 2294	ə,t
11272 0.3575 0.5675 s k t 1571	y,s
5849 0.3525 0.6125 t s d 3347	t,o
10137 0.41 0.63 s k t 4926	s,ə
8902 0.6875 0.8975 s k t 2741	s,i
11977 0.775 0.945 s b t 0511	s,o
5596 0.745 0.915 s k t 5189	s,i
2912 0.5675 0.8475 s k t 3347	ɔ,s
11453 0.75 0.9 t s d 2294	i,t
6046 0.7525 0.9325 s k t 1571	ɔ,s
19780 0.635 0.825 s k t 8824	y,s
23880 0.545 0.705 s k t 5802	s,o
6046 0.7525 0.9325 s k t 1571	s,ə
10031 0.5 0.68 s k t 5189	y,s
24072 0.4225 0.6525 s k t 2741	ɔ,s
9234 0.4475 0.6575 t s f 2294	t,u
21117 0.585 0.715 t s d 2294	t,o
20216 0.66 0.81 s b t 2294	s,u
26326 0.2625 0.5825 s k t 3347	s,i
10137 0.41 0.63 s k t 4926	y,s
24072 0.4225 0.6525 s k t 2741	s,i
16786 0.7475 0.9475 s k t 5189	ɔ,s
15280 0.425 0.595 s b t 0511	s,o
16786 0.7475 0.9475 s k t 5189	s,ə
22666 0.7725 0.9025 t s f 6895	t,u
10670 0.3675 0.5975 s b t 1571	s,i
11453 0.75 0.9 t s d 2294	t,e
16522 0.5475 0.6975 s k t 5802	s,i
1158 0.3675 0.6475 t k s 3851	ɛ,t
13195 0.4475 0.6775 s k t 2294	s,i
19742 0.6125 0.9125 t k s 8824	i,t
21536 0.7075 0.8875 t k s 1571	i,t
13972 0.575 0.845 s k t 3347	ɔ,s
18888 0.5925 0.8125 s k t 3851	s,o
13972 0.575 0.845 s k t 3347	s,i
16731 0.295 0.665 s k t 0511	s,ə
16731 0.295 0.665 s k t 0511	y,s
6641 0.44 0.64 s b t 0511	a,s
20241 0.7125 0.9025 s k s 5189	s,u
14067 0.5125 0.7225 s b t 0511	a,s
20241 0.7125 0.9025 s k s 5189	s,i
18468 0.7375 0.8975 s b t 6509	s,o
13195 0.4475 0.6775 s k t 2294	y,s
4625 0.3275 0.5575 s b t 5189	s,o
20216 0.66 0.81 s b t 2294	s,i
4322 0.4925 0.6625 s k t 2294	s,ə
18259 0.4025 0.6625 s k t 2294	s,o
2912 0.5675 0.8475 s k t 3347	s,o
16731 0.295 0.665 s k t 0511	s,i
